Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time (UTC),Year,Month,Day,Time (UTC),Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Precip. Amount (mm),Precip. Amount Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-01 15:00,2020,1,1,15:00,-0.6,,-1.9,,91,,0,,25,,9,,,,99.09,,,,-4,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-01 16:00,2020,1,1,16:00,-0.2,,-1.5,,91,,0,,27,,9,,,,99.11,,,,-3,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-01 17:00,2020,1,1,17:00,0,,-1.3,,91,,0.3,,27,,9,,,,99.11,,,,-3,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-01 18:00,2020,1,1,18:00,0.4,,-1.3,,88,,0,,26,,11,,,,99.1,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-01 19:00,2020,1,1,19:00,0.8,,-1,,87,,0,,25,,10,,,,99.12,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-01 20:00,2020,1,1,20:00,1.4,,-1,,84,,0,,25,,10,,,,99.19,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-01 21:00,2020,1,1,21:00,1,,-0.9,,87,,0,,24,,15,,,,99.3,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-01 22:00,2020,1,1,22:00,1,,-2.2,,79,,0,,25,,13,,,,99.38,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-01 23:00,2020,1,1,23:00,0.8,,-4,,70,,0,,25,,15,,,,99.44,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-02 00:00,2020,1,2,00:00,0.6,,-2.5,,80,,0,,25,,14,,,,99.5,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-02 01:00,2020,1,2,01:00,0.1,,-4.3,,73,,0,,27,,18,,,,99.55,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-02 02:00,2020,1,2,02:00,-0.1,,-4.2,,74,,0,,25,,13,,,,99.59,,,,-4,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-02 03:00,2020,1,2,03:00,-0.3,,-3.2,,81,,0,,22,,12,,,,99.62,,,,-4,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-02 04:00,2020,1,2,04:00,-0.3,,-3.7,,78,,0,,21,,15,,,,99.64,,,,-5,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-02 05:00,2020,1,2,05:00,-0.5,,-4.2,,76,,0,,21,,19,,,,99.64,,,,-6,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-02 06:00,2020,1,2,06:00,-1.2,,-4.4,,79,,0,,22,,14,,,,99.66,,,,-6,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-02 07:00,2020,1,2,07:00,-2.3,,-5.1,,81,,0,,21,,11,,,,99.68,,,,-6,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-02 08:00,2020,1,2,08:00,-3.3,,-5.7,,84,,0,,20,,14,,,,99.72,,,,-8,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-02 09:00,2020,1,2,09:00,-3.3,,-5.8,,83,,0,,20,,8,,,,99.69,,,,-7,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-02 10:00,2020,1,2,10:00,-3.6,,-5.8,,85,,0,,18,,4,,,,99.7,,,,-5,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-02 11:00,2020,1,2,11:00,-3.1,,-5.2,,85,,0,,8,,3,,,,99.67,,,,-4,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-02 12:00,2020,1,2,12:00,-3.1,,-4.9,,87,,0,,8,,5,,,,99.68,,,,-5,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-02 13:00,2020,1,2,13:00,-2.6,,-4.2,,89,,0,,8,,4,,,,99.68,,,,-4,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-02 14:00,2020,1,2,14:00,-2.2,,-3.8,,88,,0,,6,,5,,,,99.68,,,,-4,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-02 15:00,2020,1,2,15:00,-1.4,,-3.5,,86,,0,,5,,7,,,,99.67,,,,-4,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-02 16:00,2020,1,2,16:00,-0.3,,-2.9,,83,,0,,4,,6,,,,99.62,,,,-2,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-02 17:00,2020,1,2,17:00,1,,-2,,80,,0,,,,0,,,,99.53,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-02 18:00,2020,1,2,18:00,2.9,,-0.8,,77,,0,,20,,9,,,,99.41,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-02 19:00,2020,1,2,19:00,3,,-0.2,,79,,0,,19,,13,,,,99.37,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-02 20:00,2020,1,2,20:00,2.9,,-0.5,,78,,0,,17,,13,,,,99.36,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-02 21:00,2020,1,2,21:00,3,,-0.4,,78,,0,,17,,13,,,,99.37,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-02 22:00,2020,1,2,22:00,3.4,,-0.5,,75,,0,,18,,11,,,,99.32,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-02 23:00,2020,1,2,23:00,3.7,,-0.7,,73,,0,,20,,10,,,,99.27,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-03 00:00,2020,1,3,00:00,5,,-1.6,,63,,0,,25,,8,,,,99.32,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-03 01:00,2020,1,3,01:00,4.8,,-1.6,,63,,0,,24,,10,,,,99.35,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-03 02:00,2020,1,3,02:00,4.2,,-1.4,,67,,0,,22,,11,,,,99.36,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-03 03:00,2020,1,3,03:00,4.1,,-1,,69,,0,,22,,10,,,,99.36,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-03 04:00,2020,1,3,04:00,4.1,,-0.9,,70,,0,,22,,8,,,,99.34,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-03 05:00,2020,1,3,05:00,3.2,,-0.8,,75,,0,,22,,7,,,,99.34,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-03 06:00,2020,1,3,06:00,3.3,,-0.2,,78,,0,,21,,9,,,,99.35,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-03 07:00,2020,1,3,07:00,3,,-0.2,,80,,0,,20,,6,,,,99.39,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-03 08:00,2020,1,3,08:00,3.6,,0.2,,79,,0,,21,,9,,,,99.47,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-03 09:00,2020,1,3,09:00,3.4,,0.2,,79,,0,,21,,9,,,,99.42,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-03 10:00,2020,1,3,10:00,3.3,,0.4,,81,,0,,21,,6,,,,99.43,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-03 11:00,2020,1,3,11:00,3.3,,1.1,,85,,0,,,,0,,,,99.47,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-03 12:00,2020,1,3,12:00,2.4,,0.3,,86,,0,,19,,5,,,,99.43,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-03 13:00,2020,1,3,13:00,1.8,,0.3,,90,,0,,21,,5,,,,99.49,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-03 14:00,2020,1,3,14:00,3.2,,0.7,,84,,0,,23,,10,,,,99.59,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-03 15:00,2020,1,3,15:00,4,,1.1,,81,,0,,23,,11,,,,99.59,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-03 16:00,2020,1,3,16:00,4.3,,1,,79,,0,,26,,6,,,,99.6,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-03 17:00,2020,1,3,17:00,4.7,,1.4,,79,,0,,24,,7,,,,99.54,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-03 18:00,2020,1,3,18:00,5.1,,1.5,,78,,0,,25,,9,,,,99.49,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-03 19:00,2020,1,3,19:00,4.9,,1.3,,78,,0,,22,,12,,,,99.51,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-03 20:00,2020,1,3,20:00,5,,0.7,,73,,0,,22,,11,,,,99.53,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-03 21:00,2020,1,3,21:00,5.5,,0.5,,70,,0,,24,,8,,,,99.6,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-03 22:00,2020,1,3,22:00,3.8,,0.6,,79,,0,,22,,7,,,,99.65,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-03 23:00,2020,1,3,23:00,3.9,,1,,81,,0,,27,,7,,,,99.73,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-04 00:00,2020,1,4,00:00,3.4,,1,,85,,0,,26,,6,,,,99.81,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-04 01:00,2020,1,4,01:00,3.6,,-0.1,,77,,0,,24,,6,,,,99.9,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-04 02:00,2020,1,4,02:00,2.9,,-0.8,,76,,0,,26,,7,,,,99.98,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-04 03:00,2020,1,4,03:00,2.2,,-0.8,,81,,0,,22,,7,,,,100.01,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-04 04:00,2020,1,4,04:00,2.2,,-1.3,,78,,0,,27,,7,,,,99.97,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-04 05:00,2020,1,4,05:00,2,,-1.5,,77,,0,,26,,6,,,,99.94,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-04 06:00,2020,1,4,06:00,1.8,,-1.9,,76,,0,,26,,7,,,,99.93,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-04 07:00,2020,1,4,07:00,1.6,,-1.9,,77,,0,,25,,9,,,,100,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-04 08:00,2020,1,4,08:00,1.3,,-2.1,,78,,0,,31,,10,,,,99.92,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-04 09:00,2020,1,4,09:00,1.1,,-2.1,,80,,0,,29,,7,,,,99.94,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-04 10:00,2020,1,4,10:00,1.2,,-2.2,,78,,0,,34,,11,,,,99.91,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-04 11:00,2020,1,4,11:00,0.9,,-2.2,,80,,0,,36,,10,,,,99.88,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-04 12:00,2020,1,4,12:00,0.7,,-3,,76,,0,,2,,15,,,,99.79,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-04 13:00,2020,1,4,13:00,0.5,,-3.6,,74,,0,,35,,13,,,,99.83,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-04 14:00,2020,1,4,14:00,0.3,,-3.5,,75,,0,,35,,9,,,,99.85,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-04 15:00,2020,1,4,15:00,0.1,,-3.4,,77,,0,,35,,12,,,,99.83,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-04 16:00,2020,1,4,16:00,-0.7,,-1.7,,93,,0.5,,35,,9,,,,99.8,,,,-4,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-04 17:00,2020,1,4,17:00,-0.3,,-1.7,,90,,0.6,,36,,6,,,,99.68,,,,-2,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-04 18:00,2020,1,4,18:00,-0.3,,-1.9,,89,,0.2,,4,,6,,,,99.58,,,,-2,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-04 19:00,2020,1,4,19:00,0.2,,-1.6,,88,,0.2,,,,0,,,,99.58,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-04 20:00,2020,1,4,20:00,-0.3,,-1.6,,91,,0.2,,27,,7,,,,99.57,,,,-3,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-04 21:00,2020,1,4,21:00,-0.6,,-1.6,,93,,0.3,,34,,7,,,,99.55,,,,-3,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-04 22:00,2020,1,4,22:00,-0.6,,-1.4,,94,,0.2,,28,,5,,,,99.59,,,,-2,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-04 23:00,2020,1,4,23:00,-0.6,,-1.7,,92,,0,,30,,8,,,,99.62,,,,-3,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-05 00:00,2020,1,5,00:00,-0.7,,-2.7,,87,,0,,31,,11,,,,99.65,,,,-4,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-05 01:00,2020,1,5,01:00,-1,,-3.2,,85,,0,,31,,12,,,,99.69,,,,-5,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-05 02:00,2020,1,5,02:00,-1.5,,-3.7,,85,,0,,30,,9,,,,99.67,,,,-5,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-05 03:00,2020,1,5,03:00,-1.6,,-4,,84,,0,,31,,9,,,,99.66,,,,-5,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-05 04:00,2020,1,5,04:00,-1.7,,-4.6,,81,,0,,31,,11,,,,99.67,,,,-6,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-05 05:00,2020,1,5,05:00,-2.4,,-5.8,,77,,0,,33,,15,,,,99.66,,,,-7,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-05 06:00,2020,1,5,06:00,-2.8,,-6.4,,76,,0,,33,,17,,,,99.67,,,,-8,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-05 07:00,2020,1,5,07:00,-3.1,,-6.7,,76,,0,,32,,16,,,,99.73,,,,-8,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-05 08:00,2020,1,5,08:00,-3.6,,-8.4,,69,,0,,30,,20,,,,99.82,,,,-10,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-05 09:00,2020,1,5,09:00,-4.9,,-8,,79,,0,,29,,18,,,,99.9,,,,-11,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-05 10:00,2020,1,5,10:00,-5.4,,-8.8,,77,,0,,29,,16,,,,99.96,,,,-11,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-05 11:00,2020,1,5,11:00,-6.9,,-10.9,,73,,0,,32,,20,,,,100.04,,,,-14,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-05 12:00,2020,1,5,12:00,-7.1,,-10.8,,75,,0,,28,,15,,,,100.14,,,,-13,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-05 13:00,2020,1,5,13:00,-7.2,,-11.2,,73,,0,,30,,18,,,,100.22,,,,-14,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-05 14:00,2020,1,5,14:00,-7,,-10.7,,75,,0,,29,,18,,,,100.31,,,,-14,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-05 15:00,2020,1,5,15:00,-6.9,,-11.7,,69,,0,,30,,20,,,,100.34,,,,-14,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-05 16:00,2020,1,5,16:00,-6.7,,-12,,66,,0,,29,,19,,,,100.37,,,,-14,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-05 17:00,2020,1,5,17:00,-6.8,,-11.8,,67,,0,,28,,20,,,,100.41,,,,-14,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-05 18:00,2020,1,5,18:00,-6.7,,-11.6,,68,,0,,30,,21,,,,100.34,,,,-14,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-05 19:00,2020,1,5,19:00,-6.5,,-12.2,,64,,0,,29,,16,,,,100.35,,,,-13,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-05 20:00,2020,1,5,20:00,-6.1,,-12,,63,,0,,29,,18,,,,100.4,,,,-13,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-05 21:00,2020,1,5,21:00,-6.2,,-11.9,,64,,0,,29,,11,,,,100.42,,,,-11,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-05 22:00,2020,1,5,22:00,-7,,-12.3,,66,,0,,28,,9,,,,100.45,,,,-11,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-05 23:00,2020,1,5,23:00,-7.5,,-12.3,,69,,0,,30,,8,,,,100.44,,,,-12,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-06 00:00,2020,1,6,00:00,-7.5,,-11.8,,71,,0,,35,,8,,,,100.43,,,,-12,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-06 01:00,2020,1,6,01:00,-7.8,,-12.1,,71,,0,,36,,5,,,,100.41,,,,-10,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-06 02:00,2020,1,6,02:00,-10.5,,-13.2,,80,,0,,3,,4,,,,100.41,,,,-13,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-06 03:00,2020,1,6,03:00,-11.7,,-13.7,,85,,0,,,,0,,,,100.37,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-06 04:00,2020,1,6,04:00,-12.4,,-13.7,,90,,0,,,,0,,,,100.34,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-06 05:00,2020,1,6,05:00,-11.7,,-12.6,,93,,0,,3,,5,,,,100.26,,,,-15,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-06 06:00,2020,1,6,06:00,-10.8,,-13.3,,82,,0,,8,,13,,,,100.2,,,,-17,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-06 07:00,2020,1,6,07:00,-10.6,,-13.2,,81,,0,,7,,11,,,,100.2,,,,-16,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-06 08:00,2020,1,6,08:00,-10.5,,-13.5,,79,,0,,6,,13,,,,100.16,,,,-17,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-06 09:00,2020,1,6,09:00,-10.6,,-13.4,,80,,0,,6,,16,,,,100.11,,,,-18,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-06 10:00,2020,1,6,10:00,-10.5,,-12.9,,83,,0,,6,,14,,,,100.06,,,,-17,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-06 11:00,2020,1,6,11:00,-10.5,,-12.5,,85,,0.2,,6,,14,,,,100.02,,,,-17,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-06 12:00,2020,1,6,12:00,-10.5,,-12.6,,84,,0.2,,7,,18,,,,99.97,,,,-18,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-06 13:00,2020,1,6,13:00,-10.3,,-12.4,,84,,0,,7,,20,,,,99.93,,,,-18,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-06 14:00,2020,1,6,14:00,-10.1,,-12.2,,84,,0.3,,7,,22,,,,99.91,,,,-18,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-06 15:00,2020,1,6,15:00,-9.7,,-11.9,,84,,0.2,,7,,20,,,,99.84,,,,-17,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-06 16:00,2020,1,6,16:00,-9.4,,-11.4,,86,,0.5,,6,,11,,,,99.83,,,,-15,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-06 17:00,2020,1,6,17:00,-9,,-11,,85,,0.6,,6,,9,,,,99.76,,,,-14,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-06 18:00,2020,1,6,18:00,-8.3,,-10.6,,84,,0.3,,5,,5,,,,99.74,,,,-11,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-06 19:00,2020,1,6,19:00,-7.6,,-10,,83,,0.2,,,,0,,,,99.76,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-06 20:00,2020,1,6,20:00,-7.3,,-9.3,,85,,0.2,,,,0,,,,99.85,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-06 21:00,2020,1,6,21:00,-7.1,,-9.1,,85,,0,,4,,5,,,,99.87,,,,-10,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-06 22:00,2020,1,6,22:00,-7.8,,-9.2,,90,,0,,8,,3,,,,99.9,,,,-9,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-06 23:00,2020,1,6,23:00,-7.5,,-8.9,,90,,0,,5,,6,,,,99.94,,,,-11,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-07 00:00,2020,1,7,00:00,-7.2,,-8.6,,89,,0.2,,7,,7,,,,99.94,,,,-11,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-07 01:00,2020,1,7,01:00,-7.4,,-8.9,,89,,0,,5,,8,,,,99.89,,,,-11,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-07 02:00,2020,1,7,02:00,-7.9,,-9.4,,89,,0,,3,,6,,,,99.88,,,,-11,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-07 03:00,2020,1,7,03:00,-9.2,,-10.7,,89,,0,,,,0,,,,99.93,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-07 04:00,2020,1,7,04:00,-6.8,,-8.4,,88,,0,,25,,9,,,,100.02,,,,-11,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-07 05:00,2020,1,7,05:00,-6.2,,-8.7,,83,,0,,28,,10,,,,100.12,,,,-11,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-07 06:00,2020,1,7,06:00,-5.9,,-10,,73,,0,,26,,8,,,,100.21,,,,-10,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-07 07:00,2020,1,7,07:00,-5.6,,-9.9,,71,,0,,28,,9,,,,100.3,,,,-10,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-07 08:00,2020,1,7,08:00,-5.8,,-9.4,,75,,0,,28,,8,,,,100.36,,,,-10,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-07 09:00,2020,1,7,09:00,-5.3,,-9.2,,74,,0,,26,,7,,,,100.4,,,,-9,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-07 10:00,2020,1,7,10:00,-5,,-10.3,,66,,0,,26,,10,,,,100.44,,,,-9,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-07 11:00,2020,1,7,11:00,-5.1,,-9.6,,71,,0,,26,,8,,,,100.49,,,,-9,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-07 12:00,2020,1,7,12:00,-6,,-9.1,,79,,0,,22,,4,,,,100.53,,,,-8,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-07 13:00,2020,1,7,13:00,-6.5,,-9.2,,81,,0,,,,0,,,,100.54,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-07 14:00,2020,1,7,14:00,-5.2,,-9,,75,,0,,13,,3,,,,100.54,,,,-7,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-07 15:00,2020,1,7,15:00,-4.7,,-9.7,,68,,0,,13,,4,,,,100.5,,,,-6,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-07 16:00,2020,1,7,16:00,-3.6,,-8.3,,70,,0,,16,,8,,,,100.46,,,,-7,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-07 17:00,2020,1,7,17:00,-3.3,,-8.1,,69,,0,,16,,8,,,,100.39,,,,-7,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-07 18:00,2020,1,7,18:00,-2,,-7.2,,68,,0,,16,,11,,,,100.34,,,,-6,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-07 19:00,2020,1,7,19:00,-1.5,,-6.9,,67,,0,,14,,6,,,,100.28,,,,-4,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-07 20:00,2020,1,7,20:00,-0.8,,-6,,68,,0,,15,,7,,,,100.25,,,,-3,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-07 21:00,2020,1,7,21:00,-0.8,,-6.1,,68,,0,,15,,9,,,,100.26,,,,-4,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-07 22:00,2020,1,7,22:00,-0.6,,-6,,67,,0,,12,,6,,,,100.25,,,,-3,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-07 23:00,2020,1,7,23:00,-0.5,,-5.7,,68,,0,,12,,8,,,,100.23,,,,-3,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-08 00:00,2020,1,8,00:00,-0.7,,-5.3,,71,,0,,13,,8,,,,100.17,,,,-4,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-08 01:00,2020,1,8,01:00,-0.5,,-4.9,,72,,0,,11,,6,,,,100.11,,,,-3,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-08 02:00,2020,1,8,02:00,-0.9,,-5,,74,,0,,11,,6,,,,100.01,,,,-3,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-08 03:00,2020,1,8,03:00,-2.1,,-5.3,,79,,0,,10,,5,,,,99.96,,,,-4,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-08 04:00,2020,1,8,04:00,-2.1,,-4.8,,82,,0,,7,,7,,,,99.92,,,,-5,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-08 05:00,2020,1,8,05:00,-2.6,,-4.9,,84,,0,,5,,7,,,,99.82,,,,-5,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-08 06:00,2020,1,8,06:00,-1.8,,-4.6,,81,,0,,11,,8,,,,99.72,,,,-5,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-08 07:00,2020,1,8,07:00,-1.8,,-4.2,,84,,0,,7,,7,,,,99.67,,,,-4,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2020-01-08 08:00,2020,1,8,08:00,-1.9,,-3.5,,89,,0,,9,,4,,,,99.63,,,,-3,,
